Time (seconds),temp_CPU,light,temp_OUT,moist_lv,year,month,date,hour,min,sec
31742.09,14,0,14,152,2026,2,7,23,42,23
31802.09,14,0,14,151,2026,2,7,23,43,23
31862.10,14,0,14,152,2026,2,7,23,44,23
31922.09,14,0,14,152,2026,2,7,23,45,23
31982.09,14,0,14,152,2026,2,7,23,46,23
32042.91,14,0,14,152,2026,2,7,23,47,24
32102.09,14,0,14,152,2026,2,7,23,48,23
32162.09,14,0,14,152,2026,2,7,23,49,23
32222.09,14,0,14,152,2026,2,7,23,50,23
32282.09,14,0,14,152,2026,2,7,23,51,23
32342.09,14,0,14,152,2026,2,7,23,52,23
32402.09,14,0,14,151,2026,2,7,23,53,23
32462.09,14,0,14,151,2026,2,7,23,54,23
32522.91,14,0,14,152,2026,2,7,23,55,24
32582.91,14,0,14,151,2026,2,7,23,56,24
32642.09,14,0,14,152,2026,2,7,23,57,23
32702.09,14,0,14,151,2026,2,7,23,58,23
32762.91,13,0,14,152,2026,2,7,23,59,24
32822.09,14,0,14,151,2026,2,8,0,0,23
32882.09,14,0,14,152,2026,2,8,0,1,23
32942.09,14,0,14,152,2026,2,8,0,2,23
33002.09,14,0,14,152,2026,2,8,0,3,23
33062.09,14,0,14,152,2026,2,8,0,4,23
33122.09,14,0,14,152,2026,2,8,0,5,23
33182.09,13,0,14,152,2026,2,8,0,6,23
33242.09,14,0,14,152,2026,2,8,0,7,23
33302.10,14,0,14,152,2026,2,8,0,8,23
33362.09,14,0,14,152,2026,2,8,0,9,23
33422.09,13,0,14,151,2026,2,8,0,10,23
33482.91,14,0,14,152,2026,2,8,0,11,24
33542.09,13,0,14,152,2026,2,8,0,12,23
33602.91,14,0,14,153,2026,2,8,0,13,24
33664.54,14,0,-100,152,2026,2,8,0,14,26
33722.09,14,0,14,153,2026,2,8,0,15,23
33782.09,14,0,14,152,2026,2,8,0,16,23
33842.91,13,0,14,152,2026,2,8,0,17,24
33902.09,14,0,14,152,2026,2,8,0,18,23
33962.09,14,0,14,152,2026,2,8,0,19,23
34022.10,14,0,14,152,2026,2,8,0,20,23
34082.09,14,0,14,152,2026,2,8,0,21,23
34142.09,14,0,14,152,2026,2,8,0,22,23
34202.09,13,0,14,152,2026,2,8,0,23,23
34262.09,13,0,14,153,2026,2,8,0,24,23
34322.09,13,0,14,152,2026,2,8,0,25,23
34382.09,13,0,14,152,2026,2,8,0,26,23
34442.09,14,0,14,152,2026,2,8,0,27,23
34502.09,14,0,14,152,2026,2,8,0,28,23
34562.09,14,0,14,153,2026,2,8,0,29,23
34622.09,14,0,13,152,2026,2,8,0,30,23
34682.09,14,0,14,152,2026,2,8,0,31,23
34742.10,14,0,13,153,2026,2,8,0,32,23
34802.09,14,0,13,152,2026,2,8,0,33,23
34862.09,13,0,14,152,2026,2,8,0,34,23
34922.91,13,0,13,153,2026,2,8,0,35,24
34982.09,13,0,13,152,2026,2,8,0,36,23
35042.09,13,0,13,153,2026,2,8,0,37,23
35102.09,14,0,13,153,2026,2,8,0,38,23
35162.09,13,0,13,153,2026,2,8,0,39,23
35222.09,13,0,13,153,2026,2,8,0,40,23
35282.09,13,0,13,152,2026,2,8,0,41,23
35342.09,14,0,13,152,2026,2,8,0,42,23
35402.09,13,0,13,152,2026,2,8,0,43,23
35462.10,13,0,13,153,2026,2,8,0,44,23
35522.91,13,0,13,153,2026,2,8,0,45,24
35582.91,13,0,13,153,2026,2,8,0,46,24
35642.91,13,0,13,153,2026,2,8,0,47,24
35702.91,13,0,13,153,2026,2,8,0,48,24
35762.91,13,0,13,153,2026,2,8,0,49,24
35822.09,13,0,13,153,2026,2,8,0,50,23
35882.09,13,0,13,153,2026,2,8,0,51,23
35942.09,13,0,13,153,2026,2,8,0,52,23
36002.09,13,0,13,153,2026,2,8,0,53,23
36062.09,13,0,13,153,2026,2,8,0,54,23
36122.09,13,0,13,153,2026,2,8,0,55,23
36182.10,13,0,13,153,2026,2,8,0,56,23
36242.09,13,0,13,153,2026,2,8,0,57,23
36302.09,13,0,13,153,2026,2,8,0,58,23
36362.09,13,0,13,153,2026,2,8,0,59,23
36422.09,13,0,13,153,2026,2,8,1,0,23
36482.09,13,0,13,153,2026,2,8,1,1,23
36542.09,13,0,13,153,2026,2,8,1,2,23
36602.09,13,0,13,153,2026,2,8,1,3,23
36662.09,13,0,13,154,2026,2,8,1,4,23
36722.09,13,0,13,153,2026,2,8,1,5,23
36783.73,13,0,13,153,2026,2,8,1,6,25
36842.09,13,0,13,154,2026,2,8,1,7,23
36902.10,13,0,13,153,2026,2,8,1,8,23
36962.09,13,0,13,154,2026,2,8,1,9,23
37022.09,13,0,13,154,2026,2,8,1,10,23
37082.09,13,0,13,154,2026,2,8,1,11,23
37142.09,13,0,13,154,2026,2,8,1,12,23
37202.91,13,0,13,155,2026,2,8,1,13,24
37262.91,13,0,13,154,2026,2,8,1,14,24
37322.09,13,0,13,154,2026,2,8,1,15,23
37382.09,13,0,13,153,2026,2,8,1,16,23
37442.91,13,0,13,154,2026,2,8,1,17,24
37502.09,13,0,13,154,2026,2,8,1,18,23
37562.09,13,0,13,154,2026,2,8,1,19,23
37622.91,13,0,13,154,2026,2,8,1,20,24
37682.10,13,0,13,154,2026,2,8,1,21,23
37742.09,13,0,13,154,2026,2,8,1,22,23
37802.09,13,0,13,154,2026,2,8,1,23,23
37862.09,13,0,13,154,2026,2,8,1,24,23
37922.91,13,0,13,154,2026,2,8,1,25,24
37982.91,13,0,13,154,2026,2,8,1,26,24
38042.91,13,0,13,154,2026,2,8,1,27,24
38103.73,13,0,13,154,2026,2,8,1,28,25
38162.09,13,0,13,155,2026,2,8,1,29,23
38222.09,13,0,13,153,2026,2,8,1,30,23
38282.09,13,0,13,154,2026,2,8,1,31,23
38342.09,13,0,13,154,2026,2,8,1,32,23
38402.10,13,0,13,154,2026,2,8,1,33,23
38462.09,13,0,13,154,2026,2,8,1,34,23
38522.91,13,0,13,155,2026,2,8,1,35,24
38582.09,13,0,13,154,2026,2,8,1,36,23
38642.09,13,0,13,154,2026,2,8,1,37,23
38702.09,13,0,13,154,2026,2,8,1,38,23
38762.09,13,0,13,154,2026,2,8,1,39,23
38822.09,13,0,13,155,2026,2,8,1,40,23
38882.09,13,0,13,154,2026,2,8,1,41,23
38942.09,13,0,13,155,2026,2,8,1,42,23
39002.91,13,0,13,155,2026,2,8,1,43,24
39062.91,13,0,13,155,2026,2,8,1,44,24
39122.91,13,0,13,154,2026,2,8,1,45,24
39182.91,13,0,13,155,2026,2,8,1,46,24
39242.09,13,0,13,154,2026,2,8,1,47,23
39302.09,13,0,13,154,2026,2,8,1,48,23
39362.91,13,0,13,155,2026,2,8,1,49,24
39422.09,13,0,13,154,2026,2,8,1,50,23
39482.09,13,0,13,155,2026,2,8,1,51,23
39542.09,13,0,13,155,2026,2,8,1,52,23
39602.09,13,0,13,154,2026,2,8,1,53,23
39662.91,13,0,13,154,2026,2,8,1,54,24
39722.09,13,0,13,154,2026,2,8,1,55,23
39782.09,13,0,13,155,2026,2,8,1,56,23
39842.10,13,0,13,155,2026,2,8,1,57,23
39903.73,13,0,13,155,2026,2,8,1,58,25
39962.09,13,0,13,155,2026,2,8,1,59,23
40022.09,13,0,13,155,2026,2,8,2,0,23
40082.09,13,0,13,155,2026,2,8,2,1,23
40142.09,13,0,13,155,2026,2,8,2,2,23
40202.09,13,0,13,155,2026,2,8,2,3,23
40262.09,13,0,13,154,2026,2,8,2,4,23
40322.91,13,0,13,155,2026,2,8,2,5,24
40382.09,13,0,13,154,2026,2,8,2,6,23
40442.09,13,0,13,155,2026,2,8,2,7,23
40502.09,13,0,13,155,2026,2,8,2,8,23
40562.10,13,0,13,154,2026,2,8,2,9,23
40622.09,13,0,13,155,2026,2,8,2,10,23
40682.09,13,0,13,156,2026,2,8,2,11,23
40742.09,13,0,13,155,2026,2,8,2,12,23
40802.09,13,0,13,155,2026,2,8,2,13,23
40862.09,13,0,13,156,2026,2,8,2,14,23
40922.09,13,0,13,155,2026,2,8,2,15,23
40982.09,13,0,13,155,2026,2,8,2,16,23
41042.91,13,0,13,155,2026,2,8,2,17,24
41102.09,13,0,13,155,2026,2,8,2,18,23
41162.09,13,0,13,156,2026,2,8,2,19,23
41222.09,13,0,13,155,2026,2,8,2,20,23
41282.10,13,0,13,155,2026,2,8,2,21,23
41342.91,13,0,13,156,2026,2,8,2,22,24
41404.54,13,0,13,156,2026,2,8,2,23,26
41462.09,13,0,13,155,2026,2,8,2,24,23
41523.73,13,0,13,155,2026,2,8,2,25,25
41583.73,13,0,13,157,2026,2,8,2,26,25
41642.09,13,0,13,155,2026,2,8,2,27,23
41702.09,13,0,13,156,2026,2,8,2,28,23
41762.91,13,0,13,154,2026,2,8,2,29,24
41822.09,13,0,13,156,2026,2,8,2,30,23
41882.09,13,0,13,156,2026,2,8,2,31,23
41942.09,13,0,13,155,2026,2,8,2,32,23
42002.10,13,0,13,155,2026,2,8,2,33,23
42062.09,13,0,13,156,2026,2,8,2,34,23
42122.09,12,0,13,155,2026,2,8,2,35,23
42182.09,12,0,13,156,2026,2,8,2,36,23
42242.09,12,0,13,156,2026,2,8,2,37,23
42302.09,12,0,13,156,2026,2,8,2,38,23
42362.09,12,0,13,156,2026,2,8,2,39,23
42422.09,12,0,13,156,2026,2,8,2,40,23
42482.09,12,0,13,155,2026,2,8,2,41,23
42542.09,12,0,13,156,2026,2,8,2,42,23
42602.09,12,0,13,156,2026,2,8,2,43,23
42662.09,12,0,13,157,2026,2,8,2,44,23
42722.10,12,0,13,156,2026,2,8,2,45,23
42782.09,12,0,13,157,2026,2,8,2,46,23
42842.09,12,0,13,156,2026,2,8,2,47,23
42902.09,12,0,13,156,2026,2,8,2,48,23
42962.09,12,0,13,156,2026,2,8,2,49,23
43022.09,12,0,13,157,2026,2,8,2,50,23
43082.09,12,0,13,157,2026,2,8,2,51,23
43142.09,12,0,13,156,2026,2,8,2,52,23
43202.09,12,0,13,157,2026,2,8,2,53,23
43262.09,12,0,13,156,2026,2,8,2,54,23
43322.09,12,0,13,156,2026,2,8,2,55,23
43382.09,12,0,13,156,2026,2,8,2,56,23
43442.10,12,0,13,157,2026,2,8,2,57,23
43502.09,12,0,13,157,2026,2,8,2,58,23
43562.09,12,0,13,156,2026,2,8,2,59,23
43622.09,12,0,13,157,2026,2,8,3,0,23
43682.09,12,0,13,156,2026,2,8,3,1,23
43742.09,12,0,13,157,2026,2,8,3,2,23
43802.09,12,0,13,157,2026,2,8,3,3,23
43862.09,12,0,13,157,2026,2,8,3,4,23
43922.09,12,0,13,157,2026,2,8,3,5,23
43982.09,12,0,13,157,2026,2,8,3,6,23
44042.09,12,0,13,157,2026,2,8,3,7,23
44102.09,12,0,13,157,2026,2,8,3,8,23
44162.10,12,0,12,158,2026,2,8,3,9,23
44222.09,12,0,12,157,2026,2,8,3,10,23
44282.09,12,0,12,157,2026,2,8,3,11,23
44342.09,12,0,12,157,2026,2,8,3,12,23
44402.09,12,0,12,157,2026,2,8,3,13,23
44462.09,12,0,12,157,2026,2,8,3,14,23
44522.09,12,0,12,157,2026,2,8,3,15,23
44582.09,12,0,12,157,2026,2,8,3,16,23
44642.09,12,0,12,157,2026,2,8,3,17,23
44704.54,12,0,-100,157,2026,2,8,3,18,26
44762.09,12,0,12,157,2026,2,8,3,19,23
44822.09,12,0,12,157,2026,2,8,3,20,23
44882.10,12,0,12,157,2026,2,8,3,21,23
44942.91,12,0,12,157,2026,2,8,3,22,24
45004.54,12,0,-100,157,2026,2,8,3,23,26
45062.09,12,0,12,157,2026,2,8,3,24,23
45123.73,12,0,12,157,2026,2,8,3,25,25
45182.09,12,0,12,157,2026,2,8,3,26,23
45242.09,12,0,12,158,2026,2,8,3,27,23
45302.09,12,0,12,157,2026,2,8,3,28,23
45362.09,12,0,12,157,2026,2,8,3,29,23
45422.09,12,0,12,157,2026,2,8,3,30,23
45482.91,12,0,12,158,2026,2,8,3,31,24
45542.09,12,0,12,157,2026,2,8,3,32,23
45602.09,12,0,12,157,2026,2,8,3,33,23
45662.10,12,0,12,157,2026,2,8,3,34,23
45722.09,12,0,12,157,2026,2,8,3,35,23
45782.09,12,0,12,158,2026,2,8,3,36,23
45842.09,12,0,12,157,2026,2,8,3,37,23
45902.09,12,0,12,157,2026,2,8,3,38,23
45962.09,12,0,12,158,2026,2,8,3,39,23
46022.09,12,0,12,157,2026,2,8,3,40,23
46082.91,12,0,12,157,2026,2,8,3,41,24
46142.09,12,0,12,157,2026,2,8,3,42,23
46202.09,12,0,12,157,2026,2,8,3,43,23
46262.09,12,0,12,158,2026,2,8,3,44,23
46322.09,12,0,12,158,2026,2,8,3,45,23
46382.10,12,0,12,157,2026,2,8,3,46,23
46442.09,12,0,12,158,2026,2,8,3,47,23
46502.09,12,0,12,158,2026,2,8,3,48,23
46562.91,12,0,12,158,2026,2,8,3,49,24
46622.09,12,0,12,158,2026,2,8,3,50,23
46682.09,12,0,12,158,2026,2,8,3,51,23
46742.09,12,0,12,158,2026,2,8,3,52,23
46802.09,12,0,12,158,2026,2,8,3,53,23
46862.09,12,0,12,158,2026,2,8,3,54,23
46922.09,12,0,12,157,2026,2,8,3,55,23
46982.09,12,0,12,158,2026,2,8,3,56,23
47042.09,12,0,12,158,2026,2,8,3,57,23
47102.10,12,0,12,158,2026,2,8,3,58,23
47162.09,12,0,12,157,2026,2,8,3,59,23
47222.09,12,0,12,157,2026,2,8,4,0,23
47282.91,12,0,12,157,2026,2,8,4,1,24
47342.91,12,0,12,158,2026,2,8,4,2,24
47402.91,12,0,12,159,2026,2,8,4,3,24
47462.91,12,0,12,158,2026,2,8,4,4,24
47522.09,12,0,12,158,2026,2,8,4,5,23
47582.09,12,0,12,158,2026,2,8,4,6,23
47642.09,12,0,12,158,2026,2,8,4,7,23
47702.09,12,0,12,159,2026,2,8,4,8,23
47762.09,12,0,12,158,2026,2,8,4,9,23
47822.10,12,0,12,158,2026,2,8,4,10,23
47882.91,12,0,12,156,2026,2,8,4,11,24
47942.09,12,0,12,158,2026,2,8,4,12,23
48002.09,12,0,12,158,2026,2,8,4,13,23
48062.09,12,0,12,158,2026,2,8,4,14,23
48122.09,12,0,12,158,2026,2,8,4,15,23
48182.09,12,0,12,158,2026,2,8,4,16,23
48242.09,12,0,12,158,2026,2,8,4,17,23
48302.09,12,0,12,159,2026,2,8,4,18,23
48362.91,12,0,12,158,2026,2,8,4,19,24
48422.91,12,0,12,159,2026,2,8,4,20,24
48482.91,12,0,12,159,2026,2,8,4,21,24
48542.09,12,0,12,159,2026,2,8,4,22,23
48602.10,12,0,12,156,2026,2,8,4,23,23
48662.09,12,0,12,158,2026,2,8,4,24,23
48722.91,12,0,12,159,2026,2,8,4,25,24
48782.91,12,0,12,158,2026,2,8,4,26,24
48842.09,12,0,12,158,2026,2,8,4,27,23
48902.09,12,0,12,158,2026,2,8,4,28,23
48962.09,12,0,12,158,2026,2,8,4,29,23
49022.91,12,0,12,159,2026,2,8,4,30,24
49082.09,12,0,12,158,2026,2,8,4,31,23
49142.09,12,0,12,158,2026,2,8,4,32,23
49202.09,12,0,12,158,2026,2,8,4,33,23
49262.09,12,0,12,159,2026,2,8,4,34,23
49322.10,12,0,12,158,2026,2,8,4,35,23
49382.09,12,0,12,158,2026,2,8,4,36,23
49442.09,12,0,12,159,2026,2,8,4,37,23
49502.09,12,0,12,159,2026,2,8,4,38,23
49562.09,12,0,12,159,2026,2,8,4,39,23
49622.09,12,0,12,159,2026,2,8,4,40,23
49682.09,12,0,12,158,2026,2,8,4,41,23
49742.09,12,0,12,159,2026,2,8,4,42,23
49802.09,12,0,12,159,2026,2,8,4,43,23
49862.09,12,0,12,159,2026,2,8,4,44,23
49922.09,12,0,12,159,2026,2,8,4,45,23
49982.09,12,0,12,160,2026,2,8,4,46,23
50043.73,12,0,12,159,2026,2,8,4,47,25
50102.09,12,0,12,159,2026,2,8,4,48,23
50163.73,12,0,12,159,2026,2,8,4,49,25
50223.73,12,0,12,159,2026,2,8,4,50,25
50282.09,12,0,12,159,2026,2,8,4,51,23
50342.09,12,0,12,159,2026,2,8,4,52,23
50402.09,12,0,12,159,2026,2,8,4,53,23
50462.09,12,0,12,159,2026,2,8,4,54,23
50522.91,12,0,12,160,2026,2,8,4,55,24
50582.91,12,0,12,160,2026,2,8,4,56,24
50642.09,12,0,12,159,2026,2,8,4,57,23
50702.09,11,0,12,159,2026,2,8,4,58,23
50762.10,12,0,12,159,2026,2,8,4,59,23
50822.09,12,0,12,160,2026,2,8,5,0,23
50882.09,12,0,12,159,2026,2,8,5,1,23
50942.09,12,0,12,160,2026,2,8,5,2,23
51002.09,12,0,12,159,2026,2,8,5,3,23
51062.09,12,0,12,159,2026,2,8,5,4,23
51122.09,12,0,12,159,2026,2,8,5,5,23
51182.09,12,0,12,159,2026,2,8,5,6,23
51242.09,11,0,12,159,2026,2,8,5,7,23
51302.09,12,0,12,159,2026,2,8,5,8,23
51362.09,12,0,12,159,2026,2,8,5,9,23
51422.09,12,0,12,159,2026,2,8,5,10,23
51482.10,12,0,12,160,2026,2,8,5,11,23
51542.09,11,0,12,160,2026,2,8,5,12,23
51602.09,11,0,12,159,2026,2,8,5,13,23
51662.09,11,0,12,160,2026,2,8,5,14,23
51722.09,11,0,12,160,2026,2,8,5,15,23
51782.09,11,0,12,159,2026,2,8,5,16,23
51842.09,11,0,12,160,2026,2,8,5,17,23
51902.09,11,0,12,160,2026,2,8,5,18,23
51962.09,11,0,12,160,2026,2,8,5,19,23
52022.09,11,0,12,160,2026,2,8,5,20,23
52082.09,11,0,12,160,2026,2,8,5,21,23
52142.09,11,0,12,160,2026,2,8,5,22,23
52202.10,11,0,12,160,2026,2,8,5,23,23
52262.09,11,0,12,159,2026,2,8,5,24,23
52322.09,11,0,12,159,2026,2,8,5,25,23
52382.09,12,0,12,160,2026,2,8,5,26,23
52442.09,11,0,12,160,2026,2,8,5,27,23
52502.09,11,0,12,159,2026,2,8,5,28,23
52562.09,11,0,12,160,2026,2,8,5,29,23
52622.09,11,0,12,160,2026,2,8,5,30,23
52682.09,11,0,12,160,2026,2,8,5,31,23
52742.09,11,0,12,160,2026,2,8,5,32,23
52802.09,11,0,12,160,2026,2,8,5,33,23
52862.09,11,0,12,160,2026,2,8,5,34,23
52922.10,11,0,12,159,2026,2,8,5,35,23
52982.09,11,0,12,159,2026,2,8,5,36,23
53042.09,11,0,12,160,2026,2,8,5,37,23
53102.09,11,0,12,160,2026,2,8,5,38,23
53162.09,11,0,12,160,2026,2,8,5,39,23
53222.09,12,0,12,160,2026,2,8,5,40,23
53282.09,12,0,12,160,2026,2,8,5,41,23
53342.09,12,0,12,160,2026,2,8,5,42,23
53402.09,12,0,12,160,2026,2,8,5,43,23
53462.09,12,0,12,160,2026,2,8,5,44,23
53522.09,12,0,12,160,2026,2,8,5,45,23
53582.09,12,0,12,160,2026,2,8,5,46,23
53642.10,12,0,12,160,2026,2,8,5,47,23
53702.09,12,0,12,159,2026,2,8,5,48,23
53762.09,12,0,12,160,2026,2,8,5,49,23
53822.09,12,0,12,160,2026,2,8,5,50,23
53882.09,12,0,12,160,2026,2,8,5,51,23
53942.09,12,0,12,160,2026,2,8,5,52,23
54002.09,12,0,12,159,2026,2,8,5,53,23
54062.09,12,0,12,160,2026,2,8,5,54,23
54123.73,12,0,12,160,2026,2,8,5,55,25
54182.09,12,0,12,160,2026,2,8,5,56,23
54242.09,12,0,12,160,2026,2,8,5,57,23
54302.09,12,0,12,160,2026,2,8,5,58,23
54362.91,12,0,12,160,2026,2,8,5,59,24
54422.09,12,0,12,160,2026,2,8,6,0,23
54482.09,12,0,12,160,2026,2,8,6,1,23
54542.09,12,0,12,160,2026,2,8,6,2,23
54602.09,12,0,12,161,2026,2,8,6,3,23
54662.09,12,0,12,160,2026,2,8,6,4,23
54722.09,12,0,12,160,2026,2,8,6,5,23
54782.09,12,0,12,160,2026,2,8,6,6,23
54842.09,12,0,12,160,2026,2,8,6,7,23
54902.09,12,0,12,160,2026,2,8,6,8,23
54962.09,12,0,12,160,2026,2,8,6,9,23
55022.09,12,0,12,160,2026,2,8,6,10,23
55082.10,12,0,12,160,2026,2,8,6,11,23
55142.09,12,0,12,160,2026,2,8,6,12,23
55202.91,12,0,12,160,2026,2,8,6,13,24
55262.91,12,0,12,160,2026,2,8,6,14,24
55322.91,12,0,12,159,2026,2,8,6,15,24
55382.09,12,0,12,160,2026,2,8,6,16,23
55442.91,12,0,12,161,2026,2,8,6,17,24
55502.09,12,0,12,160,2026,2,8,6,18,23
55562.09,12,0,12,160,2026,2,8,6,19,23
55622.09,12,0,12,160,2026,2,8,6,20,23
55682.09,12,0,12,160,2026,2,8,6,21,23
55742.09,12,0,12,160,2026,2,8,6,22,23
55802.10,12,0,12,160,2026,2,8,6,23,23
55862.09,12,0,12,160,2026,2,8,6,24,23
55922.09,12,0,12,160,2026,2,8,6,25,23
55982.09,13,0,12,159,2026,2,8,6,26,23
56042.09,13,0,12,160,2026,2,8,6,27,23
56102.09,13,0,12,159,2026,2,8,6,28,23
56162.09,13,0,12,160,2026,2,8,6,29,23
56222.09,13,0,12,160,2026,2,8,6,30,23
56282.91,12,0,12,160,2026,2,8,6,31,24
56342.09,13,0,12,160,2026,2,8,6,32,23
56402.09,13,0,12,160,2026,2,8,6,33,23
56462.09,12,0,12,160,2026,2,8,6,34,23
56522.10,12,0,12,160,2026,2,8,6,35,23
56582.09,13,0,12,159,2026,2,8,6,36,23
56642.91,12,0,12,160,2026,2,8,6,37,24
56702.91,13,0,12,160,2026,2,8,6,38,24
56762.09,13,0,12,160,2026,2,8,6,39,23
56822.09,13,0,12,160,2026,2,8,6,40,23
56882.09,12,0,12,160,2026,2,8,6,41,23
56942.91,12,0,12,160,2026,2,8,6,42,24
57002.09,13,0,12,160,2026,2,8,6,43,23
57062.09,12,0,12,160,2026,2,8,6,44,23
57122.09,13,0,12,160,2026,2,8,6,45,23
57182.09,13,0,12,160,2026,2,8,6,46,23
57242.10,12,0,12,160,2026,2,8,6,47,23
57302.91,12,0,12,160,2026,2,8,6,48,24
57362.09,13,0,12,160,2026,2,8,6,49,23
57422.09,13,0,12,159,2026,2,8,6,50,23
57482.09,12,0,12,160,2026,2,8,6,51,23
57542.09,12,0,12,160,2026,2,8,6,52,23
57602.91,12,0,12,160,2026,2,8,6,53,24
57662.09,12,0,12,160,2026,2,8,6,54,23
57722.09,13,0,12,159,2026,2,8,6,55,23
57782.09,12,0,12,160,2026,2,8,6,56,23
57842.09,12,0,12,160,2026,2,8,6,57,23
57902.09,12,0,12,159,2026,2,8,6,58,23
57962.91,12,0,12,159,2026,2,8,6,59,24
58022.09,13,0,12,160,2026,2,8,7,0,23
58082.09,12,0,12,160,2026,2,8,7,1,23
58142.09,12,0,12,160,2026,2,8,7,2,23
58202.09,12,0,12,160,2026,2,8,7,3,23
58262.09,12,0,12,159,2026,2,8,7,4,23
58323.73,12,0,12,160,2026,2,8,7,5,25
58382.09,12,0,12,160,2026,2,8,7,6,23
58442.09,12,0,12,160,2026,2,8,7,7,23
58502.09,12,0,12,160,2026,2,8,7,8,23
58562.09,12,0,12,160,2026,2,8,7,9,23
58622.09,12,0,12,160,2026,2,8,7,10,23
58682.09,13,0,12,160,2026,2,8,7,11,23
58742.10,12,0,12,160,2026,2,8,7,12,23
58802.91,12,0,12,160,2026,2,8,7,13,24
58862.91,12,0,12,160,2026,2,8,7,14,24
58922.91,12,0,12,160,2026,2,8,7,15,24
58984.54,12,0,12,160,2026,2,8,7,16,25
59042.91,12,0,12,160,2026,2,8,7,17,24
59102.09,12,0,12,160,2026,2,8,7,18,23
59162.09,12,0,12,161,2026,2,8,7,19,23
59222.09,12,0,12,160,2026,2,8,7,20,23
59282.09,12,0,12,160,2026,2,8,7,21,23
59342.09,12,0,12,160,2026,2,8,7,22,23
59402.09,12,0,12,159,2026,2,8,7,23,23
59462.10,12,0,12,160,2026,2,8,7,24,23
59522.09,12,0,12,160,2026,2,8,7,25,23
59582.09,12,0,12,160,2026,2,8,7,26,23
59642.09,12,0,12,160,2026,2,8,7,27,23
59702.09,12,0,12,159,2026,2,8,7,28,23
59762.09,12,0,12,160,2026,2,8,7,29,23
59823.73,12,10,12,160,2026,2,8,7,30,24
59882.09,12,29,12,160,2026,2,8,7,31,23
59942.09,12,44,12,161,2026,2,8,7,32,23
60002.09,12,56,12,160,2026,2,8,7,33,23
60062.09,12,67,12,160,2026,2,8,7,34,23
60122.09,12,69,12,160,2026,2,8,7,35,23
60182.10,12,65,12,160,2026,2,8,7,36,23
60242.09,12,61,12,160,2026,2,8,7,37,23
60302.09,12,49,12,160,2026,2,8,7,38,23
60362.09,12,39,12,160,2026,2,8,7,39,23
60422.09,12,28,12,161,2026,2,8,7,40,23
60482.09,12,28,12,161,2026,2,8,7,41,23
60542.09,12,33,12,160,2026,2,8,7,42,23
60603.73,12,43,12,158,2026,2,8,7,43,24
60662.09,12,53,12,160,2026,2,8,7,44,23
60722.09,12,65,12,161,2026,2,8,7,45,23
60782.09,12,72,12,161,2026,2,8,7,46,23
60843.73,12,76,12,160,2026,2,8,7,47,24
60902.10,12,78,12,161,2026,2,8,7,48,23
60962.91,12,75,12,160,2026,2,8,7,49,24
61022.09,12,63,12,160,2026,2,8,7,50,23
61082.09,13,0,12,100,2026,2,8,7,51,23
61142.09,13,0,12,98,2026,2,8,7,52,23
61202.09,13,28,12,157,2026,2,8,7,53,23
61262.09,13,67,12,159,2026,2,8,7,54,23
61322.91,13,75,12,159,2026,2,8,7,55,24
61382.91,13,76,12,160,2026,2,8,7,56,24
61442.91,13,78,12,160,2026,2,8,7,57,24
61503.73,13,75,12,160,2026,2,8,7,58,24
61562.09,12,73,12,161,2026,2,8,7,59,23
61622.10,12,70,12,160,2026,2,8,8,0,23
61682.91,12,66,12,161,2026,2,8,8,1,24
61742.09,12,56,12,161,2026,2,8,8,2,23
61802.09,12,49,12,161,2026,2,8,8,3,23
61863.73,12,49,12,161,2026,2,8,8,4,24
61922.09,12,54,12,161,2026,2,8,8,5,23
61982.09,12,63,12,161,2026,2,8,8,6,23
62042.09,12,70,12,162,2026,2,8,8,7,23
62102.09,12,78,12,162,2026,2,8,8,8,23
62162.09,12,88,12,161,2026,2,8,8,9,23
62222.09,12,90,12,161,2026,2,8,8,10,23
62282.09,12,89,12,161,2026,2,8,8,11,23
62342.10,12,99,12,161,2026,2,8,8,12,23
62402.09,12,105,12,161,2026,2,8,8,13,23
62462.09,12,112,12,162,2026,2,8,8,14,23
62522.09,12,114,12,161,2026,2,8,8,15,23
62582.09,12,127,12,161,2026,2,8,8,16,23
62642.09,12,132,12,162,2026,2,8,8,17,23
62702.09,12,129,12,161,2026,2,8,8,18,23
62762.09,11,132,12,162,2026,2,8,8,19,23
62822.09,11,136,12,162,2026,2,8,8,20,23
62882.09,11,137,12,162,2026,2,8,8,21,23
62942.09,12,137,12,161,2026,2,8,8,22,23
63002.09,12,139,12,161,2026,2,8,8,23,23
63063.73,12,148,12,162,2026,2,8,8,24,24
63122.09,11,152,12,162,2026,2,8,8,25,23
63182.09,12,160,12,161,2026,2,8,8,26,23
63242.09,12,165,12,163,2026,2,8,8,27,23
63302.09,12,170,12,162,2026,2,8,8,28,23
63362.91,12,176,12,162,2026,2,8,8,29,24
63422.09,12,179,12,162,2026,2,8,8,30,23
63482.09,12,181,12,162,2026,2,8,8,31,23
63542.09,12,183,12,162,2026,2,8,8,32,23
63602.09,12,183,12,162,2026,2,8,8,33,23
63662.09,12,184,12,163,2026,2,8,8,34,23
63722.91,12,182,12,162,2026,2,8,8,35,24
63782.10,12,179,12,162,2026,2,8,8,36,23
63842.09,12,177,12,162,2026,2,8,8,37,23
